AYUNTAMIENTO,PROVINCIA,CCAA,RÉGIMEN DEDICACIÓN,TOTAL PERCIBIDO
Esguevillas de Esgueva,Valladolid,Castilla y León,Sin dedicación,"0,00"
Fombellida,Valladolid,Castilla y León,Sin dedicación,"0,00"
Fompedraza,Valladolid,Castilla y León,Sin dedicación,"0,00"
Fontihoyuelo,Valladolid,Castilla y León,Sin dedicación,"0,00"
Fuensaldaña,Valladolid,Castilla y León,Parcial,"6.945,36"
Fuente el Sol,Valladolid,Castilla y León,Sin dedicación,"0,00"
Fuente-Olmedo,Valladolid,Castilla y León,Sin dedicación,"0,00"
Gallegos de Hornija,Valladolid,Castilla y León,Sin dedicación,"300,00"
Gatón de Campos,Valladolid,Castilla y León,Sin dedicación,"0,00"
Geria,Valladolid,Castilla y León,Sin dedicación,"1.500,00"
Herrín de Campos,Valladolid,Castilla y León,Sin dedicación,"0,00"
Hornillos de Eresma,Valladolid,Castilla y León,Sin dedicación,"500,00"
"Íscar",Valladolid,Castilla y León,Parcial,"6.618,05"
Laguna de Duero,Valladolid,Castilla y León,Sin dedicación,"18.000,00"
Langayo,Valladolid,Castilla y León,Sin dedicación,"4.800,00"
Llano de Olmedo,Valladolid,Castilla y León,Sin dedicación,"0,00"
Lomoviejo,Valladolid,Castilla y León,Sin dedicación,"0,00"
Manzanillo,Valladolid,Castilla y León,Sin dedicación,"0,00"
Marzales,Valladolid,Castilla y León,Sin dedicación,"0,00"
Matapozuelos,Valladolid,Castilla y León,Sin dedicación,"0,00"
Matilla de los Caños,Valladolid,Castilla y León,Sin dedicación,"0,00"
Mayorga,Valladolid,Castilla y León,Parcial,"21.000,00"
Medina de Rioseco,Valladolid,Castilla y León,Sin dedicación,"3.300,00"
Megeces,Valladolid,Castilla y León,Sin dedicación,"1.288,00"
Melgar de Abajo,Valladolid,Castilla y León,Sin dedicación,"0,00"
Melgar de Arriba,Valladolid,Castilla y León,Sin dedicación,"0,00"
Mojados,Valladolid,Castilla y León,Exclusiva,"33.175,33"
Monasterio de Vega,Valladolid,Castilla y León,Sin dedicación,"0,00"
Montemayor de Pililla,Valladolid,Castilla y León,Parcial,"8.615,59"
Moral de la Reina,Valladolid,Castilla y León,Sin dedicación,"0,00"
Moraleja de las Panaderas,Valladolid,Castilla y León,Sin dedicación,"0,00"
Morales de Campos,Valladolid,Castilla y León,Parcial,"2.929,30"
Mota del Marqués,Valladolid,Castilla y León,Sin dedicación,"120,00"
Mucientes,Valladolid,Castilla y León,Sin dedicación,"0,00"
"Mudarra, La",Valladolid,Castilla y León,Sin dedicación,"990,00"
Muriel,Valladolid,Castilla y León,Sin dedicación,"0,00"
Nava del Rey,Valladolid,Castilla y León,Parcial,"7.204,26"
Nueva Villa de las Torres,Valladolid,Castilla y León,Parcial,"5.500,00"
Olivares de Duero,Valladolid,Castilla y León,Sin dedicación,"360,00"
Olmedo,Valladolid,Castilla y León,Exclusiva,"42.980,98"
Olmos de Esgueva,Valladolid,Castilla y León,Sin dedicación,"250,00"
Olmos de Peñafiel,Valladolid,Castilla y León,Sin dedicación,"0,00"
Palazuelo de Vedija,Valladolid,Castilla y León,Sin dedicación,"0,00"
"Parrilla, La",Valladolid,Castilla y León,Sin dedicación,"4.800,00"
"Pedraja de Portillo, La",Valladolid,Castilla y León,Exclusiva,"29.222,70"
Pedrajas de San Esteban,Valladolid,Castilla y León,Sin dedicación,"469,00"
Pedrosa del Rey,Valladolid,Castilla y León,Sin dedicación,"1.500,00"
Peñafiel,Valladolid,Castilla y León,Parcial,"15.000,01"
Pesquera de Duero,Valladolid,Castilla y León,Sin dedicación,"0,00"
Piña de Esgueva,Valladolid,Castilla y León,Sin dedicación,"0,00"
Piñel de Abajo,Valladolid,Castilla y León,Sin dedicación,"0,00"
Piñel de Arriba,Valladolid,Castilla y León,Sin dedicación,"0,00"
Pollos,Valladolid,Castilla y León,Parcial,"12.967,64"
Portillo,Valladolid,Castilla y León,Exclusiva,"41.680,52"
Pozal de Gallinas,Valladolid,Castilla y León,Sin dedicación,"0,00"
Pozaldez,Valladolid,Castilla y León,Sin dedicación,"0,00"
Puras,Valladolid,Castilla y León,Sin dedicación,"0,00"
Quintanilla de Arriba,Valladolid,Castilla y León,Sin dedicación,"0,00"
Quintanilla de Onésimo,Valladolid,Castilla y León,Sin dedicación,"1.764,00"
Quintanilla de Trigueros,Valladolid,Castilla y León,Sin dedicación,"0,00"
Quintanilla del Molar,Valladolid,Castilla y León,Parcial,"1.200,00"
Rábano,Valladolid,Castilla y León,Sin dedicación,"0,00"
Renedo de Esgueva,Valladolid,Castilla y León,Parcial,"23.419,06"
Roales de Campos,Valladolid,Castilla y León,Sin dedicación,"0,00"
Robladillo,Valladolid,Castilla y León,Sin dedicación,"0,00"
Roturas,Valladolid,Castilla y León,Sin dedicación,"0,00"
Rubí de Bracamonte,Valladolid,Castilla y León,Sin dedicación,"0,00"
Rueda,Valladolid,Castilla y León,Exclusiva,"32.200,00"
Saelices de Mayorga,Valladolid,Castilla y León,Sin dedicación,"0,00"
Salvador de Zapardiel,Valladolid,Castilla y León,Sin dedicación,"0,00"
San Cebrián de Mazote,Valladolid,Castilla y León,Sin dedicación,"140,00"
San Llorente,Valladolid,Castilla y León,Sin dedicación,"0,00"
San Martín de Valvení,Valladolid,Castilla y León,Parcial,"5.256,24"
San Miguel del Arroyo,Valladolid,Castilla y León,Parcial,"6.844,04"
San Miguel del Pino,Valladolid,Castilla y León,Sin dedicación,"0,00"
San Pedro de Latarce,Valladolid,Castilla y León,Sin dedicación,"360,00"
San Pelayo,Valladolid,Castilla y León,Sin dedicación,"0,00"
San Román de Hornija,Valladolid,Castilla y León,Exclusiva,"5.280,00"
San Salvador,Valladolid,Castilla y León,Sin dedicación,"200,00"
Santa Eufemia del Arroyo,Valladolid,Castilla y León,Sin dedicación,"0,00"
Santervás de Campos,Valladolid,Castilla y León,Sin dedicación,"90,00"
Santibáñez de Valcorba,Valladolid,Castilla y León,Sin dedicación,"0,00"
Santovenia de Pisuerga,Valladolid,Castilla y León,Parcial,"12.000,00"
Sardón de Duero,Valladolid,Castilla y León,Parcial,"7.124,97"
"Seca, La",Valladolid,Castilla y León,Parcial,"15.116,78"
Serrada,Valladolid,Castilla y León,Parcial,"16.831,47"
Siete Iglesias de Trabancos,Valladolid,Castilla y León,Sin dedicación,"0,00"
Simancas,Valladolid,Castilla y León,Sin dedicación,"5.425,00"
Tamariz de Campos,Valladolid,Castilla y León,Sin dedicación,"0,00"
Tordehumos,Valladolid,Castilla y León,Sin dedicación,"1.020,00"
Tordesillas,Valladolid,Castilla y León,Exclusiva,"41.358,61"
Torre de Esgueva,Valladolid,Castilla y León,Sin dedicación,"0,00"
Torre de Peñafiel,Valladolid,Castilla y León,Sin dedicación,"0,00"
Torrecilla de la Abadesa,Valladolid,Castilla y León,Parcial,"7.689,87"
Torrecilla de la Orden,Valladolid,Castilla y León,Sin dedicación,"0,00"
Torrecilla de la Torre,Valladolid,Castilla y León,Sin dedicación,"60,00"
Torrelobatón,Valladolid,Castilla y León,Sin dedicación,"0,00"
Torrescárcela,Valladolid,Castilla y León,Sin dedicación,"0,00"
Trigueros del Valle,Valladolid,Castilla y León,Sin dedicación,"0,00"
Tudela de Duero,Valladolid,Castilla y León,Parcial,"41.680,00"
"Unión de Campos, La",Valladolid,Castilla y León,Sin dedicación,"0,00"
Urones de Castroponce,Valladolid,Castilla y León,Sin dedicación,"0,00"
Urueña,Valladolid,Castilla y León,Sin dedicación,"0,00"
Valbuena de Duero,Valladolid,Castilla y León,Sin dedicación,"1.060,00"
Valdearcos de la Vega,Valladolid,Castilla y León,Sin dedicación,"0,00"
Valdunquillo,Valladolid,Castilla y León,Sin dedicación,"0,00"
VALLADOLID,Valladolid,Castilla y León,Exclusiva,"87.595,62"
Valoria la Buena,Valladolid,Castilla y León,Sin dedicación,"0,00"
Valverde de Campos,Valladolid,Castilla y León,Sin dedicación,"0,00"
Vega de Ruiponce,Valladolid,Castilla y León,Sin dedicación,"0,00"
Vega de Valdetronco,Valladolid,Castilla y León,Sin dedicación,"480,00"
Velascálvaro,Valladolid,Castilla y León,Parcial,"5.720,76"
Velilla,Valladolid,Castilla y León,Sin dedicación,"612,00"
Velliza,Valladolid,Castilla y León,Sin dedicación,"150,00"
Ventosa de la Cuesta,Valladolid,Castilla y León,Sin dedicación,"0,00"
Viana de Cega,Valladolid,Castilla y León,Sin dedicación,"10.200,00"
Villabáñez,Valladolid,Castilla y León,Sin dedicación,"6.000,00"
Villabrágima,Valladolid,Castilla y León,Parcial,"9.177,48"
Villacarralón,Valladolid,Castilla y León,Sin dedicación,"200,00"
Villacid de Campos,Valladolid,Castilla y León,Sin dedicación,"0,00"
Villaco,Valladolid,Castilla y León,Sin dedicación,"635,00"
Villafrades de Campos,Valladolid,Castilla y León,Sin dedicación,"0,00"
Villafranca de Duero,Valladolid,Castilla y León,Parcial,"4.676,00"
Villafrechós,Valladolid,Castilla y León,Sin dedicación,"0,00"
Villafuerte,Valladolid,Castilla y León,Sin dedicación,"690,00"
Villagarcía de Campos,Valladolid,Castilla y León,Parcial,"5.312,26"
Villagómez la Nueva,Valladolid,Castilla y León,Sin dedicación,"0,00"
Villalán de Campos,Valladolid,Castilla y León,Sin dedicación,"0,00"
Villalar de los Comuneros,Valladolid,Castilla y León,Sin dedicación,"150,00"
Villalba de la Loma,Valladolid,Castilla y León,Sin dedicación,"0,00"
Villalba de los Alcores,Valladolid,Castilla y León,Sin dedicación,"0,00"
Villalbarba,Valladolid,Castilla y León,Sin dedicación,"400,00"
Villamuriel de Campos,Valladolid,Castilla y León,Sin dedicación,"0,00"
Villán de Tordesillas,Valladolid,Castilla y León,Sin dedicación,"0,00"
Villanubla,Valladolid,Castilla y León,Sin dedicación,"0,00"
Villanueva de Duero,Valladolid,Castilla y León,Sin dedicación,"126,00"
Villanueva de la Condesa,Valladolid,Castilla y León,Sin dedicación,"0,00"
Villanueva de los Caballeros,Valladolid,Castilla y León,Sin dedicación,"600,00"
Villanueva de los Infantes,Valladolid,Castilla y León,Sin dedicación,"0,00"
Villanueva de San Mancio,Valladolid,Castilla y León,Sin dedicación,"0,00"
Villardefrades,Valladolid,Castilla y León,Sin dedicación,"0,00"
Villarmentero de Esgueva,Valladolid,Castilla y León,Sin dedicación,"0,00"
Villasexmir,Valladolid,Castilla y León,Sin dedicación,"200,00"
Villavaquerín,Valladolid,Castilla y León,Sin dedicación,"6.000,00"
Villavellid,Valladolid,Castilla y León,Sin dedicación,"0,00"
Villaverde de Medina,Valladolid,Castilla y León,Parcial,"9.012,87"
Villavicencio de los Caballeros,Valladolid,Castilla y León,Sin dedicación,"0,00"
Viloria,Valladolid,Castilla y León,Sin dedicación,"0,00"
Wamba,Valladolid,Castilla y León,Sin dedicación,"0,00"
Zaratán,Valladolid,Castilla y León,Exclusiva,"23.069,67"
"Zarza, La",Valladolid,Castilla y León,Sin dedicación,"0,00"
Abezames,Zamora,Castilla y León,Sin dedicación,"0,00"
Alcañices,Zamora,Castilla y León,Sin dedicación,"210,00"
Alcubilla de Nogales,Zamora,Castilla y León,Sin dedicación,"0,00"
Alfaraz de Sayago,Zamora,Castilla y León,Sin dedicación,"0,00"
Almaraz de Duero,Zamora,Castilla y León,Sin dedicación,"1.800,00"
Almeida de Sayago,Zamora,Castilla y León,Sin dedicación,"0,00"
Andavías,Zamora,Castilla y León,Sin dedicación,"750,00"
Arcenillas,Zamora,Castilla y León,Sin dedicación,"250,00"
Arcos de la Polvorosa,Zamora,Castilla y León,Sin dedicación,"800,00"
Argañín,Zamora,Castilla y León,Sin dedicación,"0,00"
Argujillo,Zamora,Castilla y León,Sin dedicación,"0,00"
Arquillinos,Zamora,Castilla y León,Parcial,"6.288,84"
Arrabalde,Zamora,Castilla y León,Sin dedicación,"0,00"
Aspariegos,Zamora,Castilla y León,Sin dedicación,"408,68"
Asturianos,Zamora,Castilla y León,Sin dedicación,"0,00"
Ayoó de Vidriales,Zamora,Castilla y León,Sin dedicación,"1.000,00"
Barcial del Barco,Zamora,Castilla y León,Sin dedicación,"275,00"
Belver de los Montes,Zamora,Castilla y León,Sin dedicación,"0,00"
Benavente,Zamora,Castilla y León,Exclusiva,"45.900,12"
Benegiles,Zamora,Castilla y León,Sin dedicación,"0,00"
Bermillo de Sayago,Zamora,Castilla y León,Sin dedicación,"120,00"
"Bóveda de Toro, La",Zamora,Castilla y León,Parcial,"7.051,20"
Bretó,Zamora,Castilla y León,Sin dedicación,"0,00"
Bretocino,Zamora,Castilla y León,Sin dedicación,"0,00"
Brime de Urz,Zamora,Castilla y León,Sin dedicación,"150,00"
Burganes de Valverde,Zamora,Castilla y León,Sin dedicación,"0,00"
Bustillo del Oro,Zamora,Castilla y León,Sin dedicación,"0,00"
Cabañas de Sayago,Zamora,Castilla y León,Sin dedicación,"100,00"
Calzadilla de Tera,Zamora,Castilla y León,Sin dedicación,"0,00"
Camarzana de Tera,Zamora,Castilla y León,Sin dedicación,"0,00"
Cañizal,Zamora,Castilla y León,Sin dedicación,"0,00"
Cañizo,Zamora,Castilla y León,Sin dedicación,"540,90"
Carbajales de Alba,Zamora,Castilla y León,Sin dedicación,"432,00"
Carbellino,Zamora,Castilla y León,Sin dedicación,"400,00"
Casaseca de Campeán,Zamora,Castilla y León,Sin dedicación,"0,00"
Castrillo de la Guareña,Zamora,Castilla y León,Sin dedicación,"0,00"
Castrogonzalo,Zamora,Castilla y León,Sin dedicación,"338,74"
Castronuevo,Zamora,Castilla y León,Sin dedicación,"0,00"
Castroverde de Campos,Zamora,Castilla y León,Sin dedicación,"150,00"
Cazurra,Zamora,Castilla y León,Parcial,"1.550,00"
Cerecinos de Campos,Zamora,Castilla y León,Sin dedicación,"300,00"
Cerecinos del Carrizal,Zamora,Castilla y León,Sin dedicación,"0,00"
Cernadilla,Zamora,Castilla y León,Sin dedicación,"350,00"
Cobreros,Zamora,Castilla y León,Sin dedicación,"420,00"
Coomonte,Zamora,Castilla y León,Sin dedicación,"0,00"
Coreses,Zamora,Castilla y León,Parcial,"3.930,12"
Corrales del Vino,Zamora,Castilla y León,Sin dedicación,"0,00"
Cotanes del Monte,Zamora,Castilla y León,Sin dedicación,"0,00"
Cubillos,Zamora,Castilla y León,Sin dedicación,"0,00"
"Cubo de Tierra del Vino, El",Zamora,Castilla y León,Sin dedicación,"0,00"
Cuelgamures,Zamora,Castilla y León,Sin dedicación,"0,00"
Entrala,Zamora,Castilla y León,Sin dedicación,"150,00"
Faramontanos de Tábara,Zamora,Castilla y León,Sin dedicación,"280,00"
Fariza,Zamora,Castilla y León,Sin dedicación,"0,00"
Fermoselle,Zamora,Castilla y León,Sin dedicación,"1.242,00"
Ferreras de Abajo,Zamora,Castilla y León,Sin dedicación,"1.184,60"
Ferreras de Arriba,Zamora,Castilla y León,Sin dedicación,"300,00"
Ferreruela,Zamora,Castilla y León,Sin dedicación,"0,00"
Fonfría,Zamora,Castilla y León,Sin dedicación,"4.848,30"
Fresno de la Ribera,Zamora,Castilla y León,Parcial,"23.174,20"
Fresno de Sayago,Zamora,Castilla y León,Sin dedicación,"0,00"
Friera de Valverde,Zamora,Castilla y León,Sin dedicación,"1.000,00"
Fuente Encalada,Zamora,Castilla y León,Sin dedicación,"450,00"
Fuentelapeña,Zamora,Castilla y León,Parcial,"12.600,00"
Fuentes de Ropel,Zamora,Castilla y León,Sin dedicación,"0,00"
Fuentesaúco,Zamora,Castilla y León,Sin dedicación,"271,00"
Fuentesecas,Zamora,Castilla y León,Sin dedicación,"0,00"
Fuentespreadas,Zamora,Castilla y León,Sin dedicación,"0,00"
Galende,Zamora,Castilla y León,Exclusiva,"27.052,76"
Gallegos del Pan,Zamora,Castilla y León,Parcial,"1.726,56"
Gallegos del Río,Zamora,Castilla y León,Sin dedicación,"150,00"
Gamones,Zamora,Castilla y León,Sin dedicación,"0,00"
Granja de Moreruela,Zamora,Castilla y León,Parcial,"7.925,48"
Granucillo,Zamora,Castilla y León,Sin dedicación,"330,00"
Guarrate,Zamora,Castilla y León,Sin dedicación,"0,00"
Hermisende,Zamora,Castilla y León,Parcial,"7.366,65"
"Hiniesta, La",Zamora,Castilla y León,Parcial,"1.666,74"
Jambrina,Zamora,Castilla y León,Sin dedicación,"1.490,00"
Luelmo,Zamora,Castilla y León,Sin dedicación,"455,00"
"Maderal, El",Zamora,Castilla y León,Sin dedicación,"0,00"
Maire de Castroponce,Zamora,Castilla y León,Sin dedicación,"450,00"
Malva,Zamora,Castilla y León,Sin dedicación,"0,00"
Manganeses de la Lampreana,Zamora,Castilla y León,Sin dedicación,"3.600,00"
Manganeses de la Polvorosa,Zamora,Castilla y León,Sin dedicación,"0,00"
Manzanal de los Infantes,Zamora,Castilla y León,Sin dedicación,"1.417,46"
Manzanal del Barco,Zamora,Castilla y León,Parcial,"4.005,78"
Matilla de Arzón,Zamora,Castilla y León,Sin dedicación,"36,00"
Matilla la Seca,Zamora,Castilla y León,Sin dedicación,"1.200,00"
Mayalde,Zamora,Castilla y León,Sin dedicación,"0,00"
Melgar de Tera,Zamora,Castilla y León,Sin dedicación,"0,00"
Micereces de Tera,Zamora,Castilla y León,Sin dedicación,"0,00"
Milles de la Polvorosa,Zamora,Castilla y León,Sin dedicación,"480,00"
Molacillos,Zamora,Castilla y León,Parcial,"5.496,00"
Monfarracinos,Zamora,Castilla y León,Sin dedicación,"0,00"
Moral de Sayago,Zamora,Castilla y León,Parcial,"6.550,20"
Moraleja de Sayago,Zamora,Castilla y León,Sin dedicación,"0,00"
Morales de Rey,Zamora,Castilla y León,Sin dedicación,"400,00"
MORALES DE TORO,Zamora,Castilla y León,Parcial,"12.820,32"
Morales de Valverde,Zamora,Castilla y León,Sin dedicación,"80,00"
Morales del Vino,Zamora,Castilla y León,Exclusiva,"30.987,48"
Moralina,Zamora,Castilla y León,Sin dedicación,"108,00"
Moreruela de los Infanzones,Zamora,Castilla y León,Parcial,"4.700,00"
Moreruela de Tábara,Zamora,Castilla y León,Sin dedicación,"250,00"
Muelas del Pan,Zamora,Castilla y León,Sin dedicación,"240,00"
Muga de Sayago,Zamora,Castilla y León,Sin dedicación,"0,00"
Navianos de Valverde,Zamora,Castilla y León,Sin dedicación,"0,00"
Olmillos de Castro,Zamora,Castilla y León,Sin dedicación,"920,00"
Otero de Bodas,Zamora,Castilla y León,Sin dedicación,"0,00"
Pajares de la Lampreana,Zamora,Castilla y León,Sin dedicación,"0,00"
Palacios de Sanabria,Zamora,Castilla y León,Sin dedicación,"0,00"
Palacios del Pan,Zamora,Castilla y León,Sin dedicación,"125,00"
"Pego, El",Zamora,Castilla y León,Sin dedicación,"0,00"
Peleagonzalo,Zamora,Castilla y León,Parcial,"5.400,00"
Peleas de Abajo,Zamora,Castilla y León,Sin dedicación,"0,00"
Peñausende,Zamora,Castilla y León,Sin dedicación,"280,00"
Peque,Zamora,Castilla y León,Sin dedicación,"0,00"
"Perdigón, El",Zamora,Castilla y León,Sin dedicación,"100,00"
Pereruela,Zamora,Castilla y León,Sin dedicación,"633,50"
Perilla de Castro,Zamora,Castilla y León,Sin dedicación,"721,01"
Pías,Zamora,Castilla y León,Parcial,"2.811,12"
Piedrahita de Castro,Zamora,Castilla y León,Sin dedicación,"0,00"
Pinilla de Toro,Zamora,Castilla y León,Sin dedicación,"0,00"
Pino del Oro,Zamora,Castilla y León,Sin dedicación,"90,00"
"Piñero, El",Zamora,Castilla y León,Sin dedicación,"480,00"
Pobladura de Valderaduey,Zamora,Castilla y León,Sin dedicación,"210,00"
Pobladura del Valle,Zamora,Castilla y León,Sin dedicación,"0,00"
Porto,Zamora,Castilla y León,Sin dedicación,"1.778,00"
Pozoantiguo,Zamora,Castilla y León,Sin dedicación,"0,00"
Pozuelo de Tábara,Zamora,Castilla y León,Sin dedicación,"0,00"
Prado,Zamora,Castilla y León,Sin dedicación,"0,00"
Puebla de Sanabria,Zamora,Castilla y León,Sin dedicación,"0,00"
Pueblica de Valverde,Zamora,Castilla y León,Sin dedicación,"200,00"
Quintanilla de Urz,Zamora,Castilla y León,Sin dedicación,"0,00"
Quintanilla del Monte,Zamora,Castilla y León,Sin dedicación,"0,00"
Quintanilla del Olmo,Zamora,Castilla y León,Sin dedicación,"0,00"
Quiruelas de Vidriales,Zamora,Castilla y León,Sin dedicación,"1.824,00"
Rabanales,Zamora,Castilla y León,Sin dedicación,"677,00"
Rábano de Aliste,Zamora,Castilla y León,Sin dedicación,"125,00"
Revellinos,Zamora,Castilla y León,Sin dedicación,"0,00"
Riofrío de Aliste,Zamora,Castilla y León,Sin dedicación,"0,00"
Rionegro del Puente,Zamora,Castilla y León,Sin dedicación,"0,00"
Roales,Zamora,Castilla y León,Parcial,"23.921,44"
Robleda-Cervantes,Zamora,Castilla y León,Sin dedicación,"921,75"
Roelos de Sayago,Zamora,Castilla y León,Sin dedicación,"400,00"
Rosinos de la Requejada,Zamora,Castilla y León,Sin dedicación,"0,00"
Salce,Zamora,Castilla y León,Sin dedicación,"1.080,00"
Samir de los Caños,Zamora,Castilla y León,Sin dedicación,"240,00"
San Agustín del Pozo,Zamora,Castilla y León,Sin dedicación,"0,00"
